8 	476.996277 	361.072357 	450.988342 	392.958649 	417.415527 	378.984436 	441.642578 	472.773163 
8 	672.303101 	688.896484 	639.991516 	629.556519 	672.171021 	625.186890 	615.405579 	589.153748 
8 	0.000000 	115.923920 	-89.915985 	58.029694 	-24.456879 	38.431091 	-62.658142 	-31.130585 
8 	0.000000 	-16.593384 	48.904968 	10.434998 	-42.614502 	46.984131 	9.781311 	26.251831 

8 	385.383362 	270.114746 	359.662964 	302.116394 	326.918732 	287.355011 	350.105011 	380.819977 
8 	643.266235 	662.179993 	612.157410 	600.842834 	640.253052 	596.539978 	586.369202 	560.503540 
8 	0.000000 	115.268616 	-89.548218 	57.546570 	-24.802338 	39.563721 	-62.750000 	-30.714966 
8 	0.000000 	-18.913757 	50.022583 	11.314575 	-39.410217 	43.713074 	10.170776 	25.865662 

8 	480.716522 	362.919312 	454.513184 	397.140198 	423.945557 	383.682007 	446.955139 	478.364380 
8 	605.740601 	623.253113 	574.541748 	564.101562 	606.771973 	559.746277 	550.138489 	523.712097 
8 	0.000000 	117.797211 	-91.593872 	57.372986 	-26.805359 	40.263550 	-63.273132 	-31.409241 
8 	0.000000 	-17.512512 	48.711365 	10.440186 	-42.670410 	47.025696 	9.607788 	26.426392 

8 	446.825317 	325.171844 	419.627106 	364.179688 	397.908264 	350.447418 	414.514221 	445.559479 
8 	373.271576 	394.490570 	340.751007 	331.498688 	372.498016 	326.622345 	316.542389 	289.318085 
8 	0.000000 	121.653473 	-94.455261 	55.447418 	-33.728577 	47.460846 	-64.066803 	-31.045258 
8 	0.000000 	-21.218994 	53.739563 	9.252319 	-40.999329 	45.875671 	10.079956 	27.224304 

8 	463.395294 	341.867371 	436.802551 	381.910004 	415.789459 	369.521362 	432.912659 	464.091858 
8 	357.809418 	379.775574 	327.715759 	317.280762 	358.771088 	313.472626 	301.810120 	274.649750 
8 	0.000000 	121.527924 	-94.935181 	54.892548 	-33.879456 	46.268097 	-63.391296 	-31.179199 
8 	0.000000 	-21.966156 	52.059814 	10.434998 	-41.490326 	45.298462 	11.662506 	27.160370 

8 	452.003052 	336.268433 	426.039978 	367.804626 	391.372589 	353.098846 	415.123932 	445.784241 
8 	670.474731 	686.958252 	638.435547 	625.477722 	667.533447 	621.278564 	611.319641 	585.219482 
8 	0.000000 	115.734619 	-89.771545 	58.235352 	-23.567963 	38.273743 	-62.025085 	-30.660309 
8 	0.000000 	-16.483521 	48.522705 	12.957825 	-42.055725 	46.254883 	9.958923 	26.100159 

8 	438.720886 	323.413177 	412.740295 	355.423645 	379.617920 	340.930023 	403.480316 	434.590820 
8 	650.409241 	668.701172 	618.996948 	608.496948 	649.301941 	603.538086 	593.515137 	567.157410 
8 	0.000000 	115.307709 	-89.327118 	57.316650 	-24.194275 	38.687897 	-62.550293 	-31.110504 
8 	0.000000 	-18.291931 	49.704224 	10.500000 	-40.804993 	45.763855 	10.022949 	26.357727 

8 	449.693420 	328.253052 	422.279388 	367.524536 	401.269257 	353.358368 	417.762238 	448.146698 
8 	361.296326 	382.321350 	330.064209 	319.687866 	360.726105 	314.888550 	304.342041 	277.281189 
8 	0.000000 	121.440369 	-94.026337 	54.754852 	-33.744720 	47.910889 	-64.403870 	-30.384460 
8 	0.000000 	-21.025024 	52.257141 	10.376343 	-41.038239 	45.837555 	10.546509 	27.060852 

8 	361.346527 	240.362640 	332.503632 	277.282898 	310.403687 	261.727844 	324.908478 	354.362305 
8 	357.527771 	377.965546 	324.155518 	313.361694 	351.049744 	308.029816 	298.008575 	271.056213 
8 	0.000000 	120.983887 	-92.140991 	55.220734 	-33.120789 	48.675842 	-63.180634 	-29.453827 
8 	0.000000 	-20.437775 	53.810028 	10.793823 	-37.688049 	43.019928 	10.021240 	26.952362 

8 	403.536652 	283.416351 	376.110962 	321.062256 	349.640472 	301.968719 	371.015839 	400.767242 
8 	388.494507 	408.848175 	356.043793 	345.207123 	385.375641 	341.127625 	329.861908 	302.864197 
8 	0.000000 	120.120300 	-92.694611 	55.048706 	-28.578217 	47.671753 	-69.047119 	-29.751404 
8 	0.000000 	-20.353668 	52.804382 	10.836670 	-40.168518 	44.248016 	11.265717 	26.997711 

